stage_no,date,departure,arrival,profile_type,finish_type,rider_rank,rider,rider_slug,model_score,projected_scorito_points,expected_finish_low,expected_finish_high,confidence,uncertainty,role_assumption,specialty_score,ranking_score,historical_similarity_score,recent_profile_evidence_score,recent_course_evidence_score,role_factor,evidence
1,22 August 2026,Monaco,Monaco,itt,tt,58,VERMEERSCH Gianni,gianni-vermeersch,0.06249,0.66,51,65,0.466,high,inferred helper; tactics unconfirmed,0.0,0.0187,0.0,0.3223,0.189,0.94,"2026 #5 Tour Auvergne - Rhône-Alpes (2.UWT) (itt; field 773/156; ProfileScore 32, 402vm, 28.4km; adjusted 0.319); 2026 #3 Tour Auvergne - Rhône-Alpes (2.UWT) (unknown; field-class proxy 0.88; ProfileScore 6, 833vm, 176.8km; adjusted 0.094)"
1,22 August 2026,Monaco,Monaco,itt,tt,59,MARTIN Guillaume,guillaume-martin,0.06181,0.4,53,65,0.622,medium-high,inferred protected option,0.0083,0.0341,0.0197,0.2037,0.041,1.045,"2026 #11 Tour Auvergne - Rhône-Alpes (2.UWT) (itt; field 773/156; ProfileScore 32, 402vm, 28.4km; adjusted 0.189); 2025 #11 Paris-Nice (2.UWT) (itt; field 868/159; ProfileScore 17, 264vm, 28.4km; adjusted 0.089)"
1,22 August 2026,Monaco,Monaco,itt,tt,60,TUCKWELL Luke,luke-tuckwell,0.06028,0.35,54,66,0.562,medium-high,inferred helper; tactics unconfirmed,0.0013,0.0216,0.0,0.2842,0.1674,0.94,"2026 #5 Tour Auvergne - Rhône-Alpes (2.UWT) (itt; field 773/156; ProfileScore 32, 402vm, 28.4km; adjusted 0.319); 2026 #22 La Vuelta Ciclista a España (2.UWT) (itt; field 837/193; ProfileScore 2, 55vm, 9.4km; adjusted 0.075)"
1,22 August 2026,Monaco,Monaco,itt,tt,61,DOUBLE Paul,paul-double,0.05947,0.38,54,68,0.426,high,inferred co-option,0.0088,0.0529,0.0,0.0741,0.0223,1.0,"2026 #16 Tour de Suisse (2.UWT) (unknown; field-class proxy 0.88; result profile unavailable; adjusted 0.028); 2024 #7 Okolo Slovenska / Tour de Slovaquie (2.1) (itt; field 80/157; ProfileScore 0, 31vm, 28.8km; adjusted 0.027)"
1,22 August 2026,Monaco,Monaco,itt,tt,62,SVESTAD-BÅRDSENG Embret,embret-svestad-bardseng,0.05849,0.12,57,67,0.69,medium-high,inferred helper; tactics unconfirmed,0.0001,0.0281,0.0629,0.1834,0.0749,0.94,"2026 #4 Czech Tour (2.Pro) (itt; field 36/57; 21.6km; adjusted 0.131); 2025 #7 Tour de Pologne (2.UWT) (itt; field 23/72; ProfileScore 3, 157vm, 26.0km; adjusted 0.047)"
1,22 August 2026,Monaco,Monaco,itt,tt,63,CANAL Carlos,carlos-canal,0.05735,0.2,56,70,0.476,high,inferred helper; tactics unconfirmed,0.0002,0.032,0.0,0.2171,0.1186,0.94,"2025 #6 S11 Stage 11 - Bilbao › Bilbao (itt; field 872/189; ProfileScore 0, 122vm, 24.1km; adjusted 0.127); 2026 #18 O Gran Camiño - The Historical Route (2.1) (itt; field-class proxy 0.60; ITT marker on PCS result; adjusted 0.074)"
1,22 August 2026,Monaco,Monaco,itt,tt,64,AULAR Orluis,orluis-aular,0.05503,0.14,57,71,0.499,high,inferred helper; tactics unconfirmed,0.0,0.0276,0.0,0.3094,0.0348,0.94,"2026 #7 Paris-Nice (2.UWT) (itt; field 659/164; ProfileScore 12, 212vm, 23.5km; adjusted 0.254); 2025 #6 S11 Stage 11 - Bilbao › Bilbao 54k (itt; field 872/189; ProfileScore 0, 122vm, 24.1km; adjusted 0.127)"
1,22 August 2026,Monaco,Monaco,itt,tt,65,BENNETT George,george-bennett,0.05469,0.06,59,71,0.592,medium-high,inferred protected option,0.0,0.0052,0.0,0.3391,0.2127,1.045,"2026 #7 UAE Tour (2.UWT) (itt; field-class proxy 0.88; ProfileScore 9, 341vm, 44.2km; adjusted 0.303); 2026 #19 Tour Auvergne - Rhône-Alpes (2.UWT) (itt; field 773/156; ProfileScore 32, 402vm, 28.4km; adjusted 0.094)"
1,22 August 2026,Monaco,Monaco,itt,tt,66,MACKELLAR Alastair,alastair-mackellar,0.0546,0.04,60,72,0.592,medium-high,inferred helper; tactics unconfirmed,0.0,0.0003,0.0,0.3361,0.2872,0.94,"2026 #3 S8 Stage 8 - Beaufort › Plateau de Solaison - Brison (itt; field 773/156; ProfileScore 32, 402vm, 28.4km; adjusted 0.349); 2026 #6 Paris-Nice (2.UWT) (itt; field 659/164; ProfileScore 12, 212vm, 23.5km; adjusted 0.277)"
1,22 August 2026,Monaco,Monaco,itt,tt,67,COBO Iván,ivan-cobo-cayon,0.05455,0.07,60,74,0.442,high,inferred protected option,0.0,0.0193,0.0,0.2136,0.1477,1.045,2025 #5 O Gran Camiño - The Historical Route (2.1) (itt; field-class proxy 0.60; ITT marker on PCS result; adjusted 0.103); 2026 #5 Tour of Slovenia (2.Pro) (unknown; field-class proxy 0.72; result profile unavailable; adjusted 0.061)
1,22 August 2026,Monaco,Monaco,itt,tt,68,COQUARD Bryan,bryan-coquard,0.05416,0.03,62,74,0.528,medium-high,inferred protected option,0.0,0.0223,0.0,0.2708,0.0638,1.045,"2026 #10 S8 Stage 8 - Nice › Nice (itt; field 659/164; ProfileScore 12, 212vm, 23.5km; adjusted 0.179); 2026 #17 Tour Auvergne - Rhône-Alpes (2.UWT) (itt; field 773/156; ProfileScore 32, 402vm, 28.4km; adjusted 0.112)"
1,22 August 2026,Monaco,Monaco,itt,tt,69,CAMPRUBÍ Marcel,marcel-camprubi,0.05386,0.03,62,76,0.483,high,inferred helper; tactics unconfirmed,0.0,0.0379,0.0,0.1231,0.0875,0.94,"2025 #8 S11 Stage 11 - Bilbao › Bilbao (itt; field 872/189; ProfileScore 0, 122vm, 24.1km; adjusted 0.106); 2026 #2 Tour de Suisse (2.UWT) (hilly; field 584/146; ProfileScore 118, 2460vm, 157.7km; adjusted 0.030)"
1,22 August 2026,Monaco,Monaco,itt,tt,70,VANSEVENANT Mauri,mauri-vansevenant,0.05262,0.02,63,77,0.5,high,inferred helper; tactics unconfirmed,0.0,0.0255,0.0,0.2406,0.0638,0.94,"2026 #12 S8 Stage 8 - Beaufort › Plateau de Solaison - Brison (itt; field 773/156; ProfileScore 32, 402vm, 28.4km; adjusted 0.159); 2026 #15 S6 Stage 6 - Goizper-Antzuola › Bergara (itt; field-class proxy 0.51; ITT marker on PCS result; adjusted 0.082)"
1,22 August 2026,Monaco,Monaco,itt,tt,71,KRON Andreas,andreas-kron,0.05162,0.01,64,78,0.468,high,inferred helper; tactics unconfirmed,0.0,0.0361,0.0,0.154,0.0314,0.94,"2026 #15 S8 Stage 8 - Beaufort › Plateau de Solaison - Brison (itt; field 773/156; ProfileScore 32, 402vm, 28.4km; adjusted 0.123); 2026 #25 Itzulia Basque Country (2.UWT) (itt; field-class proxy 0.88; ITT marker on PCS result; adjusted 0.059)"
1,22 August 2026,Monaco,Monaco,itt,tt,72,FORTUNATO Lorenzo,lorenzo-fortunato,0.05139,0.01,65,79,0.508,high,inferred helper; tactics unconfirmed,0.0145,0.0383,0.0,0.1744,0.0352,0.94,"2026 #13 S8 Stage 8 - Beaufort › Plateau de Solaison - Brison (itt; field 773/156; ProfileScore 32, 402vm, 28.4km; adjusted 0.146); 2026 #9 Vuelta a Burgos (2.Pro) (unknown; field-class proxy 0.72; result profile unavailable; adjusted 0.043)"
1,22 August 2026,Monaco,Monaco,itt,tt,73,SCOTSON Callum,callum-scotson,0.05105,0.0,67,79,0.614,medium-high,inferred helper; tactics unconfirmed,0.0,0.0008,0.0,0.3351,0.2841,0.94,"2026 #3 S8 Stage 8 - Nice › Nice (itt; field 659/164; ProfileScore 12, 212vm, 23.5km; adjusted 0.329); 2025 #7 Paris-Nice (2.UWT) (itt; field 868/159; ProfileScore 17, 264vm, 28.4km; adjusted 0.125)"
1,22 August 2026,Monaco,Monaco,itt,tt,74,TORRES Pablo,pablo-torres-arias,0.05087,0.0,68,80,0.603,medium-high,inferred helper; tactics unconfirmed,0.0004,0.0148,0.0,0.3341,0.077,0.94,"2026 #9 Tour Auvergne - Rhône-Alpes (2.UWT) (itt; field 773/156; ProfileScore 32, 402vm, 28.4km; adjusted 0.225); 2026 #3 National Championships Spain ME - Road Race (NC) (itt; field 48/54; ProfileScore 16, 348vm, 30.8km; adjusted 0.139)"
1,22 August 2026,Monaco,Monaco,itt,tt,75,DVERSNES LAVIK Fredrik,fredrik-dversnes,0.05073,0.0,69,81,0.631,medium-high,inferred helper; tactics unconfirmed,0.0,0.0231,0.0,0.2982,0.0381,0.94,"2026 #6 Tour of Oman (2.Pro) (itt; field 353/157; ProfileScore 0, 102vm, 23.8km; adjusted 0.217); 2026 #5 Tour de Pologne (2.UWT) (itt; field 36/57; 21.6km; adjusted 0.131)"
1,22 August 2026,Monaco,Monaco,itt,tt,76,BARTA Will,william-barta,0.04656,0.0,70,82,0.62,medium-high,inferred helper; tactics unconfirmed,0.0019,0.0019,0.0,0.3731,0.1654,0.94,"2026 #12 Paris-Nice (2.UWT) (itt; field 659/164; ProfileScore 12, 212vm, 23.5km; adjusted 0.164); 2026 #14 Giro d'Italia (2.UWT) (itt; field-class proxy 0.88; matched saved PCS/Scorito stage profile; adjusted 0.154)"
1,22 August 2026,Monaco,Monaco,itt,tt,77,MOSCON Gianni,gianni-moscon,0.04534,0.0,71,83,0.539,medium-high,inferred helper; tactics unconfirmed,0.0,0.0008,0.0,0.2759,0.2645,0.94,"2026 #1 UAE Tour (2.UWT) (itt; field 353/157; ProfileScore 0, 102vm, 23.8km; adjusted 0.350); 2025 #4 Volta a la Comunitat Valenciana (2.Pro) (itt; field 499/166; ProfileScore 10, 291vm, 34.3km; adjusted 0.130)"
1,22 August 2026,Monaco,Monaco,itt,tt,78,MOLARD Rudy,rudy-molard,0.04531,0.0,72,84,0.531,medium-high,inferred co-option,0.0,0.0066,0.0,0.2961,0.1607,1.0,"2026 #9 Paris-Nice (2.UWT) (itt; field 659/164; ProfileScore 12, 212vm, 23.5km; adjusted 0.213); 2026 #11 Tour Auvergne - Rhône-Alpes (2.UWT) (itt; field 773/156; ProfileScore 32, 402vm, 28.4km; adjusted 0.189)"
1,22 August 2026,Monaco,Monaco,itt,tt,79,RENARD Alexis,alexis-renard,0.04389,0.0,72,86,0.437,high,inferred co-option,0.0,0.0231,0.0,0.1688,0.062,1.0,2026 #6 Boucles de la Mayenne - Crédit Mutuel (2.Pro) (unknown; field-class proxy 0.72; result profile unavailable; adjusted 0.056); 2026 #4 S6 Stage 6 - Gonghe › Gangcha (unknown; field-class proxy 0.51; result profile unavailable; adjusted 0.047)
1,22 August 2026,Monaco,Monaco,itt,tt,80,RODRÍGUEZ Cristián,cristian-rodriguez,0.04333,0.0,73,87,0.511,high,inferred helper; tactics unconfirmed,0.0104,0.0223,0.0,0.2255,0.0257,0.94,"2026 #13 Tour Auvergne - Rhône-Alpes (2.UWT) (itt; field 773/156; ProfileScore 32, 402vm, 28.4km; adjusted 0.159); 2025 #2 S4 Stage 4 - Saint-Gaudens › Saint-Girons (itt; field 125/142; ProfileScore 37, 330vm, 10.5km; adjusted 0.092)"
1,22 August 2026,Monaco,Monaco,itt,tt,81,MIQUEL Pau,pau-miquel-delgado,0.04078,0.0,74,88,0.406,high,inferred helper; tactics unconfirmed,0.0,0.0343,0.0,0.0853,0.0276,0.94,"2026 #2 La Vuelta Ciclista a España (2.UWT) (hilly; field 837/12; ProfileScore 96, 3028vm, 214.3km; adjusted 0.031); 2025 #3 CRO Race (2.1) (unknown; field-class proxy 0.60; result profile unavailable; adjusted 0.027)"
1,22 August 2026,Monaco,Monaco,itt,tt,82,LUTSENKO Alexey,aleksey-lutsenko,0.04014,0.0,76,88,0.621,medium-high,inferred co-option,0.0,0.0212,0.0,0.188,0.0343,1.0,"2025 #8 Volta a la Comunitat Valenciana (2.Pro) (itt; field 499/166; ProfileScore 10, 291vm, 34.3km; adjusted 0.092); 2026 #20 Tour de Pologne (2.UWT) (itt; field 462/141; ProfileScore 14, 179vm, 12.5km; adjusted 0.072)"
1,22 August 2026,Monaco,Monaco,itt,tt,83,COVI Alessandro,alessandro-covi,0.03982,0.0,76,90,0.464,high,inferred helper; tactics unconfirmed,0.0,0.0017,0.0,0.3,0.1712,0.94,"2026 #3 Strade Bianche (1.UWT) (itt; field 353/157; ProfileScore 0, 102vm, 23.8km; adjusted 0.295); 2026 #8 S8 Stage 8 - Beaufort › Plateau de Solaison - Brison (itt; field 773/156; ProfileScore 32, 402vm, 28.4km; adjusted 0.226)"
1,22 August 2026,Monaco,Monaco,itt,tt,84,CORT Magnus,magnus-cort-nielsen,0.03908,0.0,79,89,0.644,medium-high,inferred helper; tactics unconfirmed,0.0,0.0053,0.0457,0.2641,0.0463,0.94,"2026 #6 Volta Comunitat Valenciana (2.Pro) (itt; field 353/157; ProfileScore 0, 102vm, 23.8km; adjusted 0.217); 2025 #4 O Gran Camiño - The Historical Route (2.1) (itt; field-class proxy 0.60; ITT marker on PCS result; adjusted 0.112)"
1,22 August 2026,Monaco,Monaco,itt,tt,85,RUIZ Ibon,ibon-ruiz,0.03894,0.0,78,92,0.481,high,inferred co-option,0.0,0.02,0.0,0.1552,0.0456,1.0,"2026 #13 Trofeo Andratx - Pollença (1.1) (itt; field 353/157; ProfileScore 0, 102vm, 23.8km; adjusted 0.114); 2026 #7 Giro di Sardegna (2.1) (unknown; field-class proxy 0.60; result profile unavailable; adjusted 0.042)"
1,22 August 2026,Monaco,Monaco,itt,tt,86,MCKENZIE Hamish,hamish-mckenzie,0.03769,0.0,80,92,0.56,medium-high,inferred helper; tactics unconfirmed,0.0,0.0002,0.0,0.2712,0.1915,0.94,"2026 #8 S6 Stage 6 - Saint-Vulbas › Crest-Voland (itt; field 773/156; ProfileScore 32, 402vm, 28.4km; adjusted 0.226); 2025 #5 Tour of Tasmania (NAT) (itt; field-class proxy 0.51; ITT marker on PCS result; adjusted 0.088)"
1,22 August 2026,Monaco,Monaco,itt,tt,87,CHUMIL Sergio Geovani,sergio-geovani-chumil-gonzalez,0.03732,0.0,80,94,0.511,high,inferred protected option,0.0001,0.0039,0.0,0.2264,0.15,1.045,2025 #1 Donostia San Sebastian Klasikoa (1.UWT) (itt; field-class proxy 0.88; 30.0km; adjusted 0.230); 2024 #2 Volta a Portugal em Bicicleta (2.1) (itt; field-class proxy 0.60; 23.0km; adjusted 0.069)
1,22 August 2026,Monaco,Monaco,itt,tt,88,LABROSSE Jordan,jordan-labrosse,0.03679,0.0,82,94,0.523,medium-high,inferred helper; tactics unconfirmed,0.0001,0.0021,0.0,0.2434,0.1855,0.94,"2026 #5 Etoile de Bessèges - Tour du Gard (2.1) (itt; field-class proxy 0.60; ITT marker on PCS result; adjusted 0.229); 2025 #7 S11 Stage 11 - Bilbao › Bilbao (itt; field 872/189; ProfileScore 0, 122vm, 24.1km; adjusted 0.116)"
1,22 August 2026,Monaco,Monaco,itt,tt,89,BERRADE Urko,urko-berrade-fernandez,0.03656,0.0,83,95,0.584,medium-high,inferred helper; tactics unconfirmed,0.0,0.0092,0.0,0.2721,0.0415,0.94,"2026 #13 Volta Comunitat Valenciana (2.Pro) (itt; field 353/157; ProfileScore 0, 102vm, 23.8km; adjusted 0.118); 2026 #7 Vuelta a Burgos (2.Pro) (itt; field 48/54; ProfileScore 16, 348vm, 30.8km; adjusted 0.106)"
1,22 August 2026,Monaco,Monaco,itt,tt,90,HAIG Jack,jack-haig,0.03611,0.0,85,95,0.702,medium-high,inferred helper; tactics unconfirmed,0.0,0.0014,0.0653,0.1777,0.1425,0.94,"2025 #7 Volta a la Comunitat Valenciana (2.Pro) (itt; field 499/166; ProfileScore 10, 291vm, 34.3km; adjusted 0.100); 2025 #11 S11 Stage 11 - Bilbao › Bilbao (itt; field 872/189; ProfileScore 0, 122vm, 24.1km; adjusted 0.082)"
1,22 August 2026,Monaco,Monaco,itt,tt,91,KIRSCH Alex,alex-kirsch,0.03552,0.0,85,97,0.589,medium-high,inferred helper; tactics unconfirmed,0.0,0.0006,0.0,0.3128,0.112,0.94,"2026 #10 S8 Stage 8 - Nice › Nice (itt; field 659/164; ProfileScore 12, 212vm, 23.5km; adjusted 0.179); 2025 #4 Paris-Nice (2.UWT) (itt; field 868/159; ProfileScore 17, 264vm, 28.4km; adjusted 0.163)"
1,22 August 2026,Monaco,Monaco,itt,tt,92,OMRZEL Jakob,jakob-omrzel,0.03492,0.0,85,99,0.438,high,inferred helper; tactics unconfirmed,0.0003,0.0142,0.0,0.1796,0.0889,0.94,"2024 #1 Ain Bugey Valromey Tour (2.1) Cannibal - Victorious U19 Development Team (itt; field-class proxy 0.60; ProfileScore 98, 1681vm, 134.7km; adjusted 0.075); 2026 #3 Tour of Slovenia (2.Pro) (unknown; field-class proxy 0.72; result profile unavailable; adjusted 0.072)"
1,22 August 2026,Monaco,Monaco,itt,tt,93,VALTER Attila,attila-valter,0.03449,0.0,87,99,0.525,medium-high,inferred helper; tactics unconfirmed,0.0,0.0018,0.0,0.2465,0.1457,0.94,2025 #2 Tour de Pologne (2.UWT) (itt; field-class proxy 0.88; 38.0km; adjusted 0.211); 2026 #3 DSSK (Donostia San Sebastian Klasikoa) (1.UWT) (itt; field 2/24; 38.0km; adjusted 0.104)
1,22 August 2026,Monaco,Monaco,itt,tt,94,HIRT Jan,jan-hirt,0.03444,0.0,87,101,0.435,high,inferred helper; tactics unconfirmed,0.0002,0.0251,0.0,0.0974,0.0209,0.94,"2025 #14 S11 Stage 11 - Bilbao › Bilbao (itt; field 872/189; ProfileScore 0, 122vm, 24.1km; adjusted 0.063); 2026 #12 Czech Tour (2.Pro) (unknown; field-class proxy 0.72; result profile unavailable; adjusted 0.033)"
1,22 August 2026,Monaco,Monaco,itt,tt,95,WEISS Fabian,fabian-weiss,0.03317,0.0,89,101,0.547,medium-high,inferred helper; tactics unconfirmed,0.0,0.0004,0.0,0.2405,0.1458,0.94,"2026 #5 Tour of Oman (2.Pro) (itt; field 353/157; ProfileScore 0, 102vm, 23.8km; adjusted 0.236); 2026 #6 Vuelta a Burgos (2.Pro) (itt; field 68/40; ProfileScore 37, 538vm, 32.6km; adjusted 0.122)"
1,22 August 2026,Monaco,Monaco,itt,tt,96,GAROFOLI Gianmarco,gianmarco-garofoli,0.03196,0.0,90,102,0.582,medium-high,inferred helper; tactics unconfirmed,0.0,0.0109,0.0502,0.1139,0.0543,0.94,"2026 #4 Giro di Sardegna (2.1) (unknown; field-class proxy 0.60; result profile unavailable; adjusted 0.055); 2025 #18 S11 Stage 11 - Bilbao › Bilbao (itt; field 872/189; ProfileScore 0, 122vm, 24.1km; adjusted 0.045)"
1,22 August 2026,Monaco,Monaco,itt,tt,97,BERTHET Clément,clement-berthet,0.03195,0.0,91,103,0.616,medium-high,inferred helper; tactics unconfirmed,0.0001,0.0064,0.0188,0.2216,0.0438,0.94,"2026 #11 Tour Auvergne - Rhône-Alpes (2.UWT) (itt; field 773/156; ProfileScore 32, 402vm, 28.4km; adjusted 0.189); 2025 #3 Tour Poitou - Charentes en Nouvelle Aquitaine (2.1) (itt; field 81/111; ProfileScore 8, 269vm, 27.3km; adjusted 0.077)"
1,22 August 2026,Monaco,Monaco,itt,tt,98,TILLER Rasmus,rasmus-tiller,0.03147,0.0,91,105,0.509,high,inferred helper; tactics unconfirmed,0.0,0.0098,0.0,0.2056,0.054,0.94,"2026 #15 Paris-Nice (2.UWT) (itt; field 659/164; ProfileScore 12, 212vm, 23.5km; adjusted 0.127); 2026 #20 La Vuelta Ciclista a España (2.UWT) (itt; field 837/193; ProfileScore 2, 55vm, 9.4km; adjusted 0.089)"
1,22 August 2026,Monaco,Monaco,itt,tt,99,WENZEL Mats,mats-wenzel,0.03141,0.0,92,106,0.456,high,inferred helper; tactics unconfirmed,0.0,0.0062,0.0,0.2325,0.062,0.94,"2026 #13 Trofeo Andratx - Pollença (1.1) (itt; field 353/157; ProfileScore 0, 102vm, 23.8km; adjusted 0.114); 2026 #4 DSSK (Donostia San Sebastian Klasikoa) (1.UWT) (itt; field 6/30; ProfileScore 13, 261vm, 21.0km; adjusted 0.106)"
1,22 August 2026,Monaco,Monaco,itt,tt,100,PAASSCHENS Mathijs,mathijs-paasschens,0.03105,0.0,94,106,0.617,medium-high,inferred helper; tactics unconfirmed,0.0,0.0005,0.0727,0.1254,0.1161,0.94,"2026 #14 S4 Stage 4 - Bourges › Uchon (itt; field 659/164; ProfileScore 12, 212vm, 23.5km; adjusted 0.126); 2025 #11 S11 Stage 11 - Bilbao › Bilbao (itt; field 872/189; ProfileScore 0, 122vm, 24.1km; adjusted 0.082)"
1,22 August 2026,Monaco,Monaco,itt,tt,101,VAN DEN BOSSCHE Fabio,fabio-van-den-bossche,0.03078,0.0,95,107,0.59,medium-high,inferred helper; tactics unconfirmed,0.0,0.0014,0.0486,0.1853,0.0765,0.94,"2026 #13 Paris-Nice (2.UWT) (itt; field 659/164; ProfileScore 12, 212vm, 23.5km; adjusted 0.151); 2026 #7 Paris-Nice (2.UWT) (unknown; field-class proxy 0.88; ProfileScore 32, 627vm, 50.0km; adjusted 0.067)"
1,22 August 2026,Monaco,Monaco,itt,tt,102,BRAET Vito,vito-braet,0.03058,0.0,95,109,0.453,high,inferred co-option,0.0,0.0042,0.0,0.2117,0.0555,1.0,"2026 #19 Paris-Nice (2.UWT) (itt; field 659/164; ProfileScore 12, 212vm, 23.5km; adjusted 0.089); 2026 #20 Tour Auvergne - Rhône-Alpes (2.UWT) (itt; field 773/156; ProfileScore 32, 402vm, 28.4km; adjusted 0.086)"
1,22 August 2026,Monaco,Monaco,itt,tt,103,MÜHLBERGER Gregor,gregor-muhlberger,0.02901,0.0,96,110,0.45,high,inferred helper; tactics unconfirmed,0.0005,0.0165,0.0,0.0959,0.06,0.94,"2026 #3 La Vuelta Ciclista a España (2.UWT) (unknown; field-class proxy 0.88; ProfileScore 1, 124vm, 48.0km; adjusted 0.094); 2026 #1 Tour of Austria (2.1) Austria (mountain; field 108/142; ProfileScore 314, 3033vm, 188.8km; adjusted 0.018)"
1,22 August 2026,Monaco,Monaco,itt,tt,104,URIARTE Diego,diego-uriarte-belzunegi,0.02889,0.0,98,110,0.611,medium-high,inferred helper; tactics unconfirmed,0.0,0.0002,0.0,0.2068,0.1313,0.94,"2026 #13 Volta Comunitat Valenciana (2.Pro) (itt; field 353/157; ProfileScore 0, 102vm, 23.8km; adjusted 0.118); 2026 #14 O Gran Camiño - The Historical Route (2.1) (itt; field-class proxy 0.60; ITT marker on PCS result; adjusted 0.104)"
1,22 August 2026,Monaco,Monaco,itt,tt,105,HOFSTETTER Hugo,hugo-hofstetter,0.02887,0.0,98,112,0.416,high,inferred helper; tactics unconfirmed,0.0,0.0082,0.0,0.1788,0.0677,0.94,"2026 #19 S8 Stage 8 - Beaufort › Plateau de Solaison - Brison (itt; field 773/156; ProfileScore 32, 402vm, 28.4km; adjusted 0.087); 2026 #4 4 Jours de Dunkerque / GP des Hauts de France (2.Pro) (unknown; field-class proxy 0.72; result profile unavailable; adjusted 0.066)"
1,22 August 2026,Monaco,Monaco,itt,tt,106,GONZÁLEZ David,david-gonzalez-lopez,0.02843,0.0,99,113,0.45,high,inferred helper; tactics unconfirmed,0.0,0.0035,0.0,0.1822,0.1016,0.94,"2025 #8 S11 Stage 11 - Bilbao › Bilbao (itt; field 872/189; ProfileScore 0, 122vm, 24.1km; adjusted 0.106); 2025 #9 Volta a la Comunitat Valenciana (2.Pro) (itt; field 499/166; ProfileScore 10, 291vm, 34.3km; adjusted 0.084)"
1,22 August 2026,Monaco,Monaco,itt,tt,107,BRUSTENGA Marc,marc-brustenga-masague,0.02829,0.0,100,114,0.418,high,inferred helper; tactics unconfirmed,0.0,0.0032,0.0,0.2004,0.0948,0.94,"2026 #13 Trofeo Serra Tramuntana (1.1) (itt; field 353/157; ProfileScore 0, 102vm, 23.8km; adjusted 0.114); 2026 #5 Presidential Cycling Tour of Türkiye (2.Pro) (unknown; field-class proxy 0.72; result profile unavailable; adjusted 0.061)"
1,22 August 2026,Monaco,Monaco,itt,tt,108,VAN SINTMAARTENSDIJK Roel,roel-van-sintmaartensdijk,0.02825,0.0,102,114,0.574,medium-high,inferred helper; tactics unconfirmed,0.0,0.0002,0.0,0.1814,0.1499,0.94,"2026 #7 Tour of Oman (2.Pro) (itt; field 353/157; ProfileScore 0, 102vm, 23.8km; adjusted 0.199); 2026 #19 S4 Stage 4 - Bourges › Uchon (itt; field 659/164; ProfileScore 12, 212vm, 23.5km; adjusted 0.082)"
1,22 August 2026,Monaco,Monaco,itt,tt,109,ROULAND Louis,louis-rouland,0.02796,0.0,103,115,0.521,medium-high,inferred helper; tactics unconfirmed,0.0,0.0023,0.0,0.2062,0.0964,0.94,"2026 #10 S8 Stage 8 - Nice › Nice (itt; field 659/164; ProfileScore 12, 212vm, 23.5km; adjusted 0.179); 2026 #17 S7 Stage 7 - La Bridoire › Grand Colombier (itt; field 773/156; ProfileScore 32, 402vm, 28.4km; adjusted 0.103)"
1,22 August 2026,Monaco,Monaco,itt,tt,110,HOULE Hugo,hugo-houle,0.02785,0.0,104,116,0.528,medium-high,inferred co-option,0.0,0.0003,0.0,0.182,0.1473,1.0,"2026 #14 Tour Auvergne - Rhône-Alpes (2.UWT) (itt; field 773/156; ProfileScore 32, 402vm, 28.4km; adjusted 0.146); 2025 #8 Volta a la Comunitat Valenciana (2.Pro) (itt; field 499/166; ProfileScore 10, 291vm, 34.3km; adjusted 0.092)"
1,22 August 2026,Monaco,Monaco,itt,tt,111,THOMPSON Reuben,reuben-thompson,0.02726,0.0,104,118,0.484,high,inferred helper; tactics unconfirmed,0.0,0.0003,0.0,0.1793,0.1315,0.94,"2026 #9 Tour du Rwanda (2.1) Lotto - Groupe Wanty (itt; field-class proxy 0.60; ProfileScore 9, 341vm, 44.2km; adjusted 0.173); 2025 #6 UAE Tour (2.UWT) (itt; field 34/24; ProfileScore 32, 462vm, 37.4km; adjusted 0.050)"
1,22 August 2026,Monaco,Monaco,itt,tt,112,RAFFERTY Darren,darren-rafferty,0.02715,0.0,106,118,0.61,medium-high,inferred helper; tactics unconfirmed,0.0,0.0006,0.0,0.1979,0.1145,0.94,"2026 #9 Volta ao Algarve em Bicicleta (2.Pro) (itt; field 353/157; ProfileScore 0, 102vm, 23.8km; adjusted 0.167); 2026 #3 Vuelta a Burgos (2.Pro) (itt; field 2/19; 30.7km; adjusted 0.089)"
1,22 August 2026,Monaco,Monaco,itt,tt,113,ROMELE Alessandro,alessandro-romele,0.02694,0.0,106,120,0.449,high,inferred helper; tactics unconfirmed,0.0095,0.0079,0.0,0.1694,0.0411,0.94,"2026 #11 La Vuelta Ciclista a España (2.UWT) (itt; field 837/193; ProfileScore 2, 55vm, 9.4km; adjusted 0.195); 2026 #13 Tour de Pologne (2.UWT) (unknown; field-class proxy 0.88; result profile unavailable; adjusted 0.037)"
